year,month,nao,day,datetime
2012,10,-2.06,31,2012-10-31
2012,11,-0.578,30,2012-11-30
2012,12,0.171,31,2012-12-31
2013,1,0.345,31,2013-01-31
2013,2,-0.453,28,2013-02-28
2013,3,-1.61,31,2013-03-31
2013,4,0.687,30,2013-04-30
2013,5,0.569,31,2013-05-31
2013,6,0.521,30,2013-06-30
2013,7,0.672,31,2013-07-31
2013,8,0.97,31,2013-08-31
2013,9,0.241,30,2013-09-30
2013,10,-1.28,31,2013-10-31
2013,11,0.901,30,2013-11-30
2013,12,0.946,31,2013-12-31
2014,1,0.29,31,2014-01-31
2014,2,1.34,28,2014-02-28
2014,3,0.798,31,2014-03-31
2014,4,0.305,30,2014-04-30
2014,5,-0.923,31,2014-05-31
2014,6,-0.97,30,2014-06-30
2014,7,0.175,31,2014-07-31
2014,8,-1.68,31,2014-08-31
2014,9,1.62,30,2014-09-30
2014,10,-1.27,31,2014-10-31
2014,11,0.678,30,2014-11-30
2014,12,1.86,31,2014-12-31
2015,1,1.79,31,2015-01-31
2015,2,1.32,28,2015-02-28
2015,3,1.45,31,2015-03-31
2015,4,0.725,30,2015-04-30
2015,5,0.146,31,2015-05-31
2015,6,-0.0668,30,2015-06-30
2015,7,-3.18,31,2015-07-31
2015,8,-0.76,31,2015-08-31
2015,9,-0.648,30,2015-09-30
2015,10,0.437,31,2015-10-31
2015,11,1.74,30,2015-11-30
2015,12,2.24,31,2015-12-31
2016,1,0.117,31,2016-01-31
2016,2,1.58,29,2016-02-29
2016,3,0.734,31,2016-03-31
2016,4,0.375,30,2016-04-30
2016,5,-0.774,31,2016-05-31
2016,6,-0.433,30,2016-06-30
2016,7,-1.76,31,2016-07-31
2016,8,-1.65,31,2016-08-31
2016,9,0.611,30,2016-09-30
2016,10,0.411,31,2016-10-31
2016,11,-0.164,30,2016-11-30
2016,12,0.478,31,2016-12-31
2017,1,0.478,31,2017-01-31
2017,2,1.0,28,2017-02-28
2017,3,0.737,31,2017-03-31
2017,4,1.73,30,2017-04-30
2017,5,-1.91,31,2017-05-31
2017,6,0.045,30,2017-06-30
2017,7,1.26,31,2017-07-31
2017,8,-1.1,31,2017-08-31
2017,9,-0.613,30,2017-09-30
2017,10,0.186,31,2017-10-31
2017,11,-0.0049,30,2017-11-30
2017,12,0.882,31,2017-12-31
2018,1,1.44,31,2018-01-31
2018,2,1.58,28,2018-02-28
2018,3,-0.927,31,2018-03-31
2018,4,1.24,30,2018-04-30
2018,5,2.12,31,2018-05-31
2018,6,1.09,30,2018-06-30
2018,7,1.39,31,2018-07-31
2018,8,1.97,31,2018-08-31
2018,9,1.67,30,2018-09-30
2018,10,0.935,31,2018-10-31
2018,11,-0.111,30,2018-11-30
2018,12,0.612,31,2018-12-31
2019,1,0.592,31,2019-01-31
2019,2,0.291,28,2019-02-28
2019,3,1.23,31,2019-03-31
2019,4,0.466,30,2019-04-30
2019,5,-2.62,31,2019-05-31
2019,6,-1.09,30,2019-06-30
2019,7,-1.43,31,2019-07-31
2019,8,-1.17,31,2019-08-31
2019,9,-0.164,30,2019-09-30
2019,10,-1.41,31,2019-10-31
2019,11,0.278,30,2019-11-30
2019,12,1.2,31,2019-12-31
2020,1,1.34,31,2020-01-31
2020,2,1.26,29,2020-02-29
2020,3,1.01,31,2020-03-31
2020,4,-1.02,30,2020-04-30
2020,5,-0.41,31,2020-05-31
2020,6,-0.147,30,2020-06-30
2020,7,-1.23,31,2020-07-31
2020,8,0.122,31,2020-08-31
2020,9,0.985,30,2020-09-30
2020,10,-0.655,31,2020-10-31
2020,11,2.54,30,2020-11-30
2020,12,-0.302,31,2020-12-31
2021,1,-1.11,31,2021-01-31
2021,2,0.136,28,2021-02-28
2021,3,0.73,31,2021-03-31
2021,4,-1.43,30,2021-04-30
2021,5,-1.24,31,2021-05-31
2021,6,0.765,30,2021-06-30
2021,7,0.026,31,2021-07-31
2021,8,-0.283,31,2021-08-31
2021,9,-0.214,30,2021-09-30
2021,10,-2.29,31,2021-10-31
2021,11,-0.185,30,2021-11-30
2021,12,0.288,31,2021-12-31
2022,1,1.08,31,2022-01-31
2022,2,1.68,28,2022-02-28
2022,3,0.768,31,2022-03-31
2022,4,-0.365,30,2022-04-30
2022,5,0.706,31,2022-05-31
2022,6,-0.118,30,2022-06-30
2022,7,-0.0936,31,2022-07-31
2022,8,1.47,31,2022-08-31
2022,9,-1.61,30,2022-09-30
2022,10,-0.718,31,2022-10-31
